Player;Role;Team;Opponent Team;Opponent Player;Date;Week;Day;Patch;Stage;No Game;all Games;Format;Game of day;Side;Time;Ban;Ban Opponent;Pick;Pick Opponent;Champion;Champion Opponent;Outcome;Kills Team;Turrets Team;Dragon Team;Baron Team;Level;Kills;Deaths;Assists;KDA;CS;CS in Teams Jungle;CS in Enemy Jungle;CSM;Golds;GPM;GOLD%;Vision Score;Wards placed;Wards destroyed;Control Wards Purchased;Detector Wards Placed;VSPM;WPM;VWPM;WCPM;VS%;Total damage to Champion;Physical Damage;Magic Damage;True Damage;DPM;DMG%;K+A Per Minute;KP%;Solo kills;Double kills;Triple kills;Quadra kills;Penta kills;GD@15;CSD@15;XPD@15;LVLD@15;Objectives Stolen;Damage dealt to turrets;Damage dealt to buildings;Total heal;Total Heals On Teammates;Damage self mitigated;Total Damage Shielded On Teammates;Time ccing others;Total Time CC Dealt;Total damage taken;Total Time Spent Dead;Consumables purchased;Items Purchased;Shutdown bounty collected;Shutdown bounty lost
Jiwoo;ADCARRY;NS;FOX;Hena;12.06.2024;1;1;v14.11;Summer_Season_24;2;3;3;5;Red;00:32:01;Ziggs;Lillia;Brand;Twisted_Fate;Varus;Kaisa;Win;15;9;3;1;17;0;0;9;Perfect_KDA;320;8;0;10;13520;422;0.213;55;31;12;6;6;1.72;0.97;0.19;0.37;0.164;19228;15863;3317;48;601;0.247;0.28;0.6;0;0;0;0;0;-164;20;577;0;0;4948;4948;1904;0;4609;0;18;246;8955;0;7;23;0;0
GuGer;SUPPORT;NS;FOX;Execute;12.06.2024;1;1;v14.11;Summer_Season_24;2;3;3;5;Red;00:32:01;Jhin;Jax;Renekton;Kaisa;Alistar;Leona;Win;15;9;3;1;14;1;3;8;3;34;0;0;1.1;8432;263;0.133;102;58;8;15;15;3.19;1.81;0.47;0.25;0.304;3348;477;2203;668;105;0.043;0.28;0.6;0;0;0;0;0;112;4;38;0;0;198;198;9332;5323;21056;0;18;74;24816;55;17;32;0;0
DnDn;TOP;NS;FOX;Clear;12.06.2024;1;1;v14.11;Summer_Season_24;3;3;3;6;Blue;00:30:25;Rumble;Skarner;Varus;Jhin;Renekton;KSante;Loss;11;4;0;0;16;2;4;3;1.3;284;0;0;9.3;12384;407;0.242;39;19;7;13;13;1.28;0.62;0.43;0.23;0.142;13990;11014;2920;56;460;0.201;0.16;0.455;0;0;0;0;0;51;19;-251;0;0;6359;6359;7317;0;31260;0;20;83;30831;129;14;34;250;150
Sylvie;JUNGLE;NS;FOX;Raptor;12.06.2024;1;1;v14.11;Summer_Season_24;3;3;3;6;Blue;00:30:25;Kalista;Tristana;Renekton;Taliyah;Sejuani;Vi;Loss;11;4;0;0;13;1;5;8;1.8;153;132;0;5;9396;309;0.184;55;16;13;15;15;1.81;0.53;0.49;0.43;0.201;10499;5973;3954;572;345;0.151;0.3;0.818;0;0;0;0;0;-198;-24;-1295;-1;0;950;950;12702;155;48977;0;27;334;43474;151;16;33;0;0
Fisher;MID;NS;FOX;Clozer;12.06.2024;1;1;v14.11;Summer_Season_24;3;3;3;6;Blue;00:30:25;Yone;Senna;Hwei;Vi;Hwei;Taliyah;Loss;11;4;0;0;15;6;6;5;1.8;237;1;0;7.8;12248;403;0.24;35;20;5;11;10;1.15;0.66;0.36;0.16;0.128;24713;690;23846;177;812;0.354;0.36;1;0;1;0;0;0;543;-2;33;0;0;3326;3326;2084;323;15961;558;26;896;20783;167;13;31;0;300
Jiwoo;ADCARRY;NS;FOX;Hena;12.06.2024;1;1;v14.11;Summer_Season_24;3;3;3;6;Blue;00:30:25;Nautilus;Nidalee;Alistar;Leona;Varus;Jhin;Loss;11;4;0;0;14;1;5;6;1.4;237;2;0;7.8;10406;342;0.203;45;22;9;3;2;1.48;0.72;0.1;0.3;0.164;17073;14044;2977;52;561;0.245;0.23;0.636;0;0;0;0;0;107;-11;-300;-1;0;1246;1246;2004;0;8744;0;22;306;16441;153;5;23;0;0
GuGer;SUPPORT;NS;FOX;Execute;12.06.2024;1;1;v14.11;Summer_Season_24;3;3;3;6;Blue;00:30:25;Rell;Viego;Sejuani;KSante;Alistar;Leona;Loss;11;4;0;0;11;1;4;6;1.8;33;0;0;1.1;6703;220;0.131;100;51;12;18;16;3.29;1.68;0.59;0.39;0.365;3462;300;2214;948;114;0.05;0.23;0.636;0;0;0;0;0;103;2;714;1;0;169;169;5965;3036;21726;0;25;48;24077;126;20;34;0;0
Clear;TOP;FOX;NS;DnDn;12.06.2024;1;1;v14.11;Summer_Season_24;3;3;3;6;Red;00:30:25;Skarner;Rumble;Jhin;Varus;KSante;Renekton;Win;24;9;4;1;17;9;2;9;9;242;0;0;8;14509;477;0.227;31;11;9;6;5;1.02;0.36;0.2;0.3;0.11;27802;20214;5149;2439;914;0.26;0.59;0.75;0;0;1;0;0;-51;-19;251;0;0;5980;5980;8061;0;47558;1596;45;550;23645;75;7;24;450;50
Raptor;JUNGLE;FOX;NS;Sylvie;12.06.2024;1;1;v14.11;Summer_Season_24;3;3;3;6;Red;00:30:25;Tristana;Kalista;Taliyah;Renekton;Vi;Sejuani;Win;24;9;4;1;16;7;1;6;13;221;190;0;7.3;13004;428;0.204;53;10;18;9;9;1.74;0.33;0.3;0.59;0.189;19736;18657;0;1079;649;0.185;0.43;0.542;0;1;0;0;0;198;24;1295;1;0;5150;5150;20964;0;38932;0;28;437;30515;42;10;28;0;0
Clozer;MID;FOX;NS;Fisher;12.06.2024;1;1;v14.11;Summer_Season_24;3;3;3;6;Red;00:30:25;Senna;Yone;Vi;Hwei;Taliyah;Hwei;Win;24;9;4;1;18;3;2;17;10;311;8;0;10.2;15465;508;0.242;46;13;8;6;5;1.51;0.43;0.2;0.26;0.164;31208;1978;28835;395;1026;0.292;0.66;0.833;0;0;0;0;0;-543;2;-33;0;0;4999;4999;4522;0;7962;0;38;554;12896;47;9;30;0;0
Hena;ADCARRY;FOX;NS;Jiwoo;12.06.2024;1;1;v14.11;Summer_Season_24;3;3;3;6;Red;00:30:25;Nidalee;Nautilus;Leona;Alistar;Jhin;Varus;Win;24;9;4;1;16;5;1;11;16;279;5;0;9.2;13486;443;0.211;32;17;7;7;7;1.05;0.56;0.23;0.23;0.114;21736;20969;183;584;715;0.203;0.53;0.667;0;1;0;0;0;-107;11;300;1;0;6043;6043;6929;0;5342;0;22;156;12421;38;11;27;0;200
Execute;SUPPORT;FOX;NS;GuGer;12.06.2024;1;1;v14.11;Summer_Season_24;3;3;3;6;Red;00:30:25;Viego;Rell;KSante;Sejuani;Leona;Alistar;Win;24;9;4;1;12;0;5;10;2;32;0;0;1.1;7378;243;0.116;119;58;17;15;14;3.91;1.91;0.49;0.56;0.423;6344;1402;3922;1020;209;0.059;0.33;0.417;0;0;0;0;0;-103;-2;-714;-1;0;533;533;4558;162;18378;0;36;64;20462;105;18;32;0;0
Casting;TOP;KT;KDF;DuDu;13.06.2024;1;2;v14.11;Summer_Season_24;1;2;3;1;Blue;00:32:26;Rumble;Kalista;Senna;Ashe;Jax;KSante;Loss;3;1;0;1;17;2;2;0;1;289;11;0;8.9;13193;407;0.246;35;20;3;8;7;1.08;0.62;0.25;0.09;0.159;12220;6670;5550;0;377;0.23;0.06;0.667;0;0;0;0;0;1141;-11;-351;0;0;2807;2807;3715;0;20474;0;9;182;27443;38;10;28;100;50
Pyosik;JUNGLE;KT;KDF;Cuzz;13.06.2024;1;2;v14.11;Summer_Season_24;1;2;3;1;Blue;00:32:26;Ziggs;Nautilus;Sejuani;Tristana;Sejuani;Maokai;Loss;3;1;0;1;14;0;3;2;0.7;188;168;0;5.8;9421;290;0.176;56;16;15;19;15;1.73;0.49;0.59;0.46;0.255;7886;4469;3377;40;243;0.148;0.06;0.667;0;0;0;0;0;-73;-14;-792;-1;1;264;264;13467;158;42080;0;18;424;44710;68;20;43;0;0
Bdd;MID;KT;KDF;Bulldog;13.06.2024;1;2;v14.11;Summer_Season_24;1;2;3;1;Blue;00:32:26;Skarner;Nidalee;Jax;Maokai;Aurelion_Sol;Tristana;Loss;3;1;0;1;16;1;1;1;2;276;0;0;8.5;12493;385;0.233;25;15;2;9;9;0.77;0.46;0.28;0.06;0.114;15590;356;14765;469;481;0.293;0.06;0.667;0;0;0;0;0;-1477;-43;-1478;-1;0;0;0;2115;0;7915;0;27;751;14124;0;11;30;50;0
Deft;ADCARRY;KT;KDF;Leaper;13.06.2024;1;2;v14.11;Summer_Season_24;1;2;3;1;Blue;00:32:26;Milio;Vi;Tahm_Kench;KSante;Senna;Ashe;Loss;3;1;0;1;13;0;3;3;1;59;4;0;1.8;8310;256;0.155;77;33;15;8;7;2.37;1.02;0.25;0.46;0.35;12164;12032;0;132;375;0.229;0.09;1;0;0;0;0;0;-1081;-99;-1998;-2;0;620;620;11086;5342;8028;1440;25;289;14937;57;11;26;0;0
BeryL;SUPPORT;KT;KDF;Andil;13.06.2024;1;2;v14.11;Summer_Season_24;1;2;3;1;Blue;00:32:26;Poppy;Corki;Aurelion_Sol;Seraphine;Tahm_Kench;Seraphine;Loss;3;1;0;1;15;0;5;2;0.4;233;0;0;7.2;10261;316;0.191;27;13;3;12;11;0.83;0.4;0.37;0.09;0.123;5294;395;4899;0;163;0.1;0.06;0.667;0;0;0;0;0;143;87;1476;1;0;0;0;4913;132;43880;1362;9;1312;28642;144;15;35;0;0
DuDu;TOP;KDF;KT;Casting;13.06.2024;1;2;v14.11;Summer_Season_24;1;2;3;1;Red;00:32:26;Kalista;Rumble;Ashe;Senna;KSante;Jax;Win;14;8;4;0;18;3;1;7;10;325;13;0;10;14082;434;0.22;26;8;6;3;3;0.8;0.25;0.09;0.18;0.098;13795;11356;1994;445;425;0.138;0.31;0.714;0;0;0;0;0;-1141;11;351;0;0;3365;3365;3034;0;34509;11;31;2503;18236;16;4;23;0;0
Cuzz;JUNGLE;KDF;KT;Pyosik;13.06.2024;1;2;v14.11;Summer_Season_24;1;2;3;1;Red;00:32:26;Nautilus;Ziggs;Tristana;Sejuani;Maokai;Sejuani;Win;14;8;4;0;15;0;0;13;Perfect_KDA;219;207;0;6.8;10688;330;0.167;51;11;8;9;8;1.57;0.34;0.28;0.25;0.192;27343;661;26221;461;843;0.274;0.4;0.929;0;0;0;0;0;73;14;792;1;0;463;463;29020;0;31756;0;53;770;43249;0;11;25;0;0
Bulldog;MID;KDF;KT;Bdd;13.06.2024;1;2;v14.11;Summer_Season_24;1;2;3;1;Red;00:32:26;Nidalee;Skarner;Maokai;Jax;Tristana;Aurelion_Sol;Win;14;8;4;0;18;4;2;5;4.5;376;27;0;11.6;16829;519;0.263;57;16;12;5;5;1.76;0.49;0.15;0.37;0.214;24133;21929;1368;836;744;0.242;0.28;0.643;0;1;0;0;0;1477;43;1478;1;1;11044;11044;7640;0;10436;0;6;160;16632;61;6;23;0;150
Leaper;ADCARRY;KDF;KT;Deft;13.06.2024;1;2;v14.11;Summer_Season_24;1;2;3;1;Red;00:32:26;Vi;Milio;KSante;Tahm_Kench;Ashe;Senna;Win;14;8;4;0;16;6;0;5;Perfect_KDA;314;25;0;9.7;14255;440;0.222;51;9;16;3;2;1.57;0.28;0.09;0.49;0.192;24598;22352;1818;428;758;0.247;0.34;0.786;0;1;0;0;0;1081;99;1998;2;0;5021;5021;3268;0;6209;0;50;997;10035;0;4;24;50;0
Andil;SUPPORT;KDF;KT;BeryL;13.06.2024;1;2;v14.11;Summer_Season_24;1;2;3;1;Red;00:32:26;Corki;Poppy;Seraphine;Aurelion_Sol;Seraphine;Tahm_Kench;Win;14;8;4;0;13;1;0;11;Perfect_KDA;28;0;0;0.9;8231;254;0.128;81;44;4;12;10;2.5;1.36;0.37;0.12;0.305;9900;1215;8320;365;305;0.099;0.37;0.857;0;0;0;0;0;-143;-87;-1476;-1;0;1450;1450;8544;5639;5665;3985;34;164;9075;0;15;33;0;0
Casting;TOP;KT;KDF;DuDu;13.06.2024;1;2;v14.11;Summer_Season_24;2;2;3;2;Blue;00:35:24;Rumble;Kalista;Ashe;Corki;Renekton;Camille;Loss;17;6;3;1;18;3;4;5;2;300;8;0;8.5;14644;414;0.218;39;15;7;10;10;1.1;0.42;0.28;0.2;0.13;25931;21690;3965;276;733;0.257;0.23;0.471;0;0;0;0;0;989;3;14;0;0;2050;2050;9375;0;37586;0;25;86;36164;115;11;33;100;200
Pyosik;JUNGLE;KT;KDF;Cuzz;13.06.2024;1;2;v14.11;Summer_Season_24;2;2;3;2;Blue;00:35:24;Tristana;Nautilus;Taliyah;Maokai;Vi;Maokai;Loss;17;6;3;1;16;5;3;7;4;205;175;0;5.8;12334;348;0.184;43;14;8;15;13;1.21;0.4;0.42;0.23;0.143;12581;11893;0;688;355;0.125;0.34;0.706;1;0;0;0;0;505;1;264;0;0;559;559;16622;0;49838;0;24;399;37125;59;16;39;200;200
Bdd;MID;KT;KDF;Bulldog;13.06.2024;1;2;v14.11;Summer_Season_24;2;2;3;2;Blue;00:35:24;KSante;Skarner;Vi;Jhin;Taliyah;Corki;Loss;17;6;3;1;18;4;5;10;2.8;319;1;0;9;15298;432;0.228;45;15;7;12;9;1.27;0.42;0.34;0.2;0.15;24677;1063;23483;131;697;0.245;0.4;0.824;0;1;0;0;0;247;-11;316;0;0;3972;3972;2359;0;21191;0;26;514;26568;168;14;39;300;200
Deft;ADCARRY;KT;KDF;Leaper;13.06.2024;1;2;v14.11;Summer_Season_24;2;2;3;2;Blue;00:35:24;Rell;Jax;Renekton;Camille;Ashe;Jhin;Loss;17;6;3;1;17;4;3;8;4;314;17;0;8.9;14726;416;0.219;58;21;16;10;9;1.64;0.59;0.28;0.45;0.193;30130;26970;2808;352;851;0.299;0.34;0.706;0;1;0;0;0;136;5;-929;-1;0;6234;6234;3159;0;11340;0;42;771;17236;117;11;29;0;300
BeryL;SUPPORT;KT;KDF;Andil;13.06.2024;1;2;v14.11;Summer_Season_24;2;2;3;2;Blue;00:35:24;Leona;Twisted_Fate;Seraphine;Blitzcrank;Seraphine;Blitzcrank;Loss;17;6;3;1;15;1;5;10;2.2;43;1;0;1.2;10128;286;0.151;115;54;13;19;16;3.25;1.53;0.54;0.37;0.383;7548;625;6701;222;213;0.075;0.31;0.647;0;0;0;0;0;694;16;1185;2;0;2111;2111;13400;9984;12742;5119;30;306;19135;156;21;38;550;0
DuDu;TOP;KDF;KT;Casting;13.06.2024;1;2;v14.11;Summer_Season_24;2;2;3;2;Red;00:35:24;Kalista;Rumble;Corki;Ashe;Camille;Renekton;Win;20;9;3;1;18;2;5;7;1.8;311;18;0;8.8;15195;429;0.218;31;9;7;5;3;0.88;0.25;0.14;0.2;0.102;14608;9968;1179;3461;413;0.137;0.25;0.45;1;0;0;0;0;-989;-3;-14;0;0;6463;6463;12164;0;36058;0;18;262;35805;155;8;33;0;200
Cuzz;JUNGLE;KDF;KT;Pyosik;13.06.2024;1;2;v14.11;Summer_Season_24;2;2;3;2;Red;00:35:24;Nautilus;Tristana;Maokai;Taliyah;Maokai;Vi;Win;20;9;3;1;17;2;2;13;7.5;220;185;0;6.2;12425;351;0.178;66;11;17;9;8;1.86;0.31;0.25;0.48;0.216;29172;1103;27408;661;824;0.274;0.42;0.75;0;0;0;0;0;-505;-1;-264;0;0;828;828;25937;0;37455;810;63;792;46412;56;11;27;100;0
Bulldog;MID;KDF;KT;Bdd;13.06.2024;1;2;v14.11;Summer_Season_24;2;2;3;2;Red;00:35:24;Skarner;KSante;Jhin;Vi;Corki;Taliyah;Win;20;9;3;1;18;7;5;7;2.8;353;16;0;10;17099;483;0.246;54;16;11;5;5;1.53;0.45;0.14;0.31;0.177;27387;19334;5484;2569;774;0.258;0.4;0.7;0;1;1;0;0;-247;11;-316;0;0;7156;7156;9219;0;21498;0;2;112;28885;237;7;24;400;400
Leaper;ADCARRY;KDF;KT;Deft;13.06.2024;1;2;v14.11;Summer_Season_24;2;2;3;2;Red;00:35:24;Jax;Rell;Camille;Renekton;Jhin;Ashe;Win;20;9;3;1;18;8;1;5;13;335;24;0;9.5;16682;471;0.24;42;15;13;8;7;1.19;0.42;0.23;0.37;0.138;27907;25267;2171;469;788;0.263;0.37;0.65;0;1;0;0;0;-136;-5;929;1;0;6158;6158;7507;0;10587;0;31;163;17072;56;12;31;400;550
Andil;SUPPORT;KDF;KT;BeryL;13.06.2024;1;2;v14.11;Summer_Season_24;2;2;3;2;Red;00:35:24;Twisted_Fate;Leona;Blitzcrank;Seraphine;Blitzcrank;Seraphine;Win;20;9;3;1;14;1;4;11;3;25;0;0;0.7;8232;233;0.118;112;56;9;17;17;3.16;1.58;0.48;0.25;0.367;7228;1203;5055;970;204;0.068;0.34;0.6;0;0;0;0;0;-694;-16;-1185;-2;0;118;118;1583;0;14213;0;33;168;22209;88;20;35;0;0
Morgan;TOP;BRO;DRX;Rascal;13.06.2024;1;2;v14.11;Summer_Season_24;1;3;3;3;Blue;00:31:18;Kalista;Maokai;Tristana;Nidalee;Renekton;KSante;Win;15;9;0;1;18;1;1;8;9;318;4;0;10.2;14041;449;0.22;37;13;7;11;9;1.18;0.42;0.35;0.22;0.114;12347;11011;1336;0;394;0.198;0.29;0.6;0;0;0;0;0;1642;27;530;0;0;8419;8419;10117;0;23108;0;17;67;27216;48;12;34;0;150
YoungJae;JUNGLE;BRO;DRX;Sponge;13.06.2024;1;2;v14.11;Summer_Season_24;1;3;3;3;Blue;00:31:18;Skarner;Rumble;Taliyah;Corki;Taliyah;Nidalee;Win;15;9;0;1;17;4;0;11;Perfect_KDA;261;225;0;8.3;13967;446;0.219;97;39;18;10;10;3.1;1.25;0.32;0.58;0.299;13894;178;13230;486;444;0.223;0.48;1;0;0;0;0;0;1231;2;851;0;0;1575;1575;8905;877;5626;0;19;840;12177;0;11;26;0;0
Karis;MID;BRO;DRX;Kyeahoo;13.06.2024;1;2;v14.11;Summer_Season_24;1;3;3;3;Blue;00:31:18;Senna;Ashe;Renekton;KSante;Tristana;Jayce;Win;15;9;0;1;17;3;1;5;8;322;0;0;10.3;14509;464;0.227;59;10;23;7;7;1.88;0.32;0.22;0.73;0.182;14985;13739;1144;102;479;0.24;0.26;0.533;0;0;1;0;0;1302;21;652;0;0;10094;10094;7623;0;10847;0;1;89;18363;38;8;23;0;50
Samver;ADCARRY;BRO;DRX;Teddy;13.06.2024;1;2;v14.11;Summer_Season_24;1;3;3;3;Blue;00:31:18;Ziggs;Leona;Kaisa;Rell;Kaisa;Corki;Win;15;9;0;1;16;6;1;5;11;266;8;0;8.5;13426;429;0.21;31;16;6;6;6;0.99;0.51;0.19;0.19;0.096;18170;6309;11841;20;581;0.291;0.35;0.733;0;2;0;0;0;-187;-15;-90;0;0;2272;2272;2580;0;4293;0;0;38;9860;0;8;25;50;350
Pollu;SUPPORT;BRO;DRX;Pleata;13.06.2024;1;2;v14.11;Summer_Season_24;1;3;3;3;Blue;00:31:18;Lucian;Varus;Nautilus;Jayce;Nautilus;Rell;Win;15;9;0;1;12;1;3;7;2.7;35;0;0;1.1;7875;252;0.123;100;62;14;20;20;3.19;1.98;0.64;0.45;0.309;3022;313;2177;532;97;0.048;0.26;0.533;0;0;0;0;0;577;-1;-332;0;0;585;585;817;176;19410;0;24;118;20637;55;22;36;0;0
Rascal;TOP;DRX;BRO;Morgan;13.06.2024;1;2;v14.11;Summer_Season_24;1;3;3;3;Red;00:31:18;Maokai;Kalista;Nidalee;Tristana;KSante;Renekton;Loss;6;1;4;0;16;0;4;4;1;232;0;0;7.4;9840;314;0.193;37;9;9;6;4;1.18;0.29;0.19;0.29;0.129;7707;6110;1270;327;246;0.128;0.13;0.667;0;0;0;0;0;-1642;-27;-530;0;0;1295;1295;2176;0;32178;323;15;1510;27241;104;7;23;0;0
Sponge;JUNGLE;DRX;BRO;YoungJae;13.06.2024;1;2;v14.11;Summer_Season_24;1;3;3;3;Red;00:31:18;Rumble;Skarner;Corki;Taliyah;Nidalee;Taliyah;Loss;6;1;4;0;14;0;4;6;1.5;221;195;0;7.1;9653;308;0.189;49;10;16;8;6;1.57;0.32;0.26;0.51;0.171;10543;176;7549;2818;337;0.176;0.19;1;0;0;0;0;0;-1231;-2;-851;0;1;0;0;24847;5637;16482;0;10;327;31060;99;9;26;0;0
Kyeahoo;MID;DRX;BRO;Karis;13.06.2024;1;2;v14.11;Summer_Season_24;1;3;3;3;Red;00:31:18;Ashe;Senna;KSante;Renekton;Jayce;Tristana;Loss;6;1;4;0;16;3;1;3;6;277;0;0;8.8;12048;385;0.236;39;13;11;7;7;1.25;0.42;0.22;0.35;0.136;18541;15654;2375;512;592;0.309;0.19;1;0;0;0;0;0;-1302;-21;-652;0;0;1399;1399;1610;0;6441;0;10;155;9927;0;8;27;350;0
Teddy;ADCARRY;DRX;BRO;Samver;13.06.2024;1;2;v14.11;Summer_Season_24;1;3;3;3;Red;00:31:18;Leona;Ziggs;Rell;Kaisa;Corki;Kaisa;Loss;6;1;4;0;15;3;2;3;3;329;6;0;10.5;12994;415;0.254;60;32;17;5;4;1.92;1.02;0.16;0.54;0.21;18939;13926;2762;2251;605;0.315;0.19;1;0;0;0;0;0;187;15;90;0;0;0;0;1888;0;8433;0;5;160;12717;45;7;21;200;50
Pleata;SUPPORT;DRX;BRO;Pollu;13.06.2024;1;2;v14.11;Summer_Season_24;1;3;3;3;Red;00:31:18;Varus;Lucian;Jayce;Nautilus;Rell;Nautilus;Loss;6;1;4;0;12;0;4;6;1.5;45;0;0;1.4;6562;210;0.128;101;63;20;21;16;3.23;2.01;0.67;0.64;0.353;4303;325;3346;632;137;0.072;0.19;1;0;0;0;0;0;-577;1;332;0;0;0;0;508;0;13398;0;23;104;15615;101;23;38;0;0
Frog;TOP;DRX;BRO;Morgan;13.06.2024;1;2;v14.11;Summer_Season_24;2;3;3;4;Blue;00:29:57;Maokai;Rumble;Renekton;Ashe;Renekton;Udyr;Win;12;9;1;0;16;1;0;4;Perfect_KDA;258;4;0;8.6;10900;364;0.193;35;11;8;6;6;1.17;0.37;0.2;0.27;0.133;9429;8738;691;0;315;0.182;0.17;0.417;0;0;0;0;0;-39;-5;320;0;0;5855;5855;8609;0;17993;0;11;57;23431;0;7;21;0;0
Sponge;JUNGLE;DRX;BRO;YoungJae;13.06.2024;1;2;v14.11;Summer_Season_24;2;3;3;4;Blue;00:29:57;Tristana;Skarner;Taliyah;Nidalee;Taliyah;Nidalee;Win;12;9;1;0;16;5;0;5;Perfect_KDA;257;220;0;8.6;13276;443;0.235;41;9;14;7;6;1.37;0.3;0.23;0.47;0.155;14939;436;12763;1740;499;0.289;0.33;0.833;0;0;0;0;0;853;-5;277;0;0;4733;4733;8820;0;6429;0;15;813;14339;0;8;21;0;0
Kyeahoo;MID;DRX;BRO;Karis;13.06.2024;1;2;v14.11;Summer_Season_24;2;3;3;4;Blue;00:29:57;Senna;Kalista;Jhin;Corki;Hwei;Corki;Win;12;9;1;0;16;1;0;10;Perfect_KDA;267;0;0;8.9;11840;395;0.21;46;17;9;7;7;1.54;0.57;0.23;0.3;0.174;12171;464;11679;28;406;0.235;0.37;0.917;0;0;0;0;0;-125;-3;38;0;0;9335;9335;3682;1490;6436;838;13;805;10047;0;9;22;0;0
Teddy;ADCARRY;DRX;BRO;Samver;13.06.2024;1;2;v14.11;Summer_Season_24;2;3;3;4;Blue;00:29:57;KSante;Vi;Rell;Leona;Jhin;Ashe;Win;12;9;1;0;15;5;0;5;Perfect_KDA;286;0;0;9.5;12904;431;0.229;38;17;7;7;7;1.27;0.57;0.23;0.23;0.144;11794;11340;207;247;394;0.228;0.33;0.833;0;0;0;0;0;-119;-5;-436;-1;0;5959;5959;2256;0;4226;0;24;202;8182;0;11;24;50;0
Pleata;SUPPORT;DRX;BRO;Pollu;13.06.2024;1;2;v14.11;Summer_Season_24;2;3;3;4;Blue;00:29:57;Jax;Yone;Hwei;Udyr;Rell;Leona;Win;12;9;1;0;12;0;0;12;Perfect_KDA;47;2;0;1.6;7526;251;0.133;104;53;17;12;12;3.47;1.77;0.4;0.57;0.394;3413;639;1882;892;114;0.066;0.4;1;0;0;0;0;0;257;8;413;0;0;2143;2143;1225;0;12776;0;18;49;13335;0;14;28;0;0
Morgan;TOP;BRO;DRX;Frog;13.06.2024;1;2;v14.11;Summer_Season_24;2;3;3;4;Red;00:29:57;Rumble;Maokai;Ashe;Renekton;Udyr;Renekton;Loss;0;1;3;0;16;0;3;0;0;268;4;0;8.9;10038;335;0.212;28;9;7;6;5;0.93;0.3;0.2;0.23;0.097;12015;3064;8919;32;401;0.269;0;0;0;0;0;0;0;39;5;-320;0;0;199;199;9040;0;53205;0;29;2382;25175;104;8;26;0;0
YoungJae;JUNGLE;BRO;DRX;Sponge;13.06.2024;1;2;v14.11;Summer_Season_24;2;3;3;4;Red;00:29:57;Skarner;Tristana;Nidalee;Taliyah;Nidalee;Taliyah;Loss;0;1;3;0;14;0;2;0;0;225;195;0;7.5;9385;313;0.198;95;37;21;9;8;3.17;1.24;0.3;0.7;0.328;10885;309;8754;1822;363;0.243;0;0;0;0;0;0;0;-853;5;-277;0;0;0;0;18692;1273;13103;0;5;213;25501;40;10;26;0;0
Karis;MID;BRO;DRX;Kyeahoo;13.06.2024;1;2;v14.11;Summer_Season_24;2;3;3;4;Red;00:29:57;Kalista;Senna;Corki;Jhin;Corki;Hwei;Loss;0;1;3;0;16;0;1;0;0;316;0;0;10.6;11576;387;0.245;34;8;9;6;6;1.14;0.27;0.2;0.3;0.117;7862;5808;1494;560;263;0.176;0;0;0;0;0;0;0;125;3;-38;0;0;3511;3511;3196;0;8381;0;0;32;10157;0;7;26;0;50
Samver;ADCARRY;BRO;DRX;Teddy;13.06.2024;1;2;v14.11;Summer_Season_24;2;3;3;4;Red;00:29:57;Vi;KSante;Leona;Rell;Ashe;Jhin;Loss;0;1;3;0;14;0;1;0;0;276;0;0;9.2;10546;352;0.223;46;13;10;8;7;1.54;0.43;0.27;0.33;0.159;10521;9056;1465;0;351;0.235;0;0;0;0;0;0;0;119;5;436;1;0;1025;1025;2387;0;5009;0;30;963;7467;0;9;25;0;0
Pollu;SUPPORT;BRO;DRX;Pleata;13.06.2024;1;2;v14.11;Summer_Season_24;2;3;3;4;Red;00:29:57;Yone;Jax;Udyr;Hwei;Leona;Rell;Loss;0;1;3;0;9;0;5;0;0;30;0;0;1;5778;193;0.122;87;47;7;19;17;2.9;1.57;0.63;0.23;0.3;3420;373;2615;432;114;0.077;0;0;0;0;0;0;0;-257;-8;-413;0;0;0;0;568;92;14232;0;22;78;15291;91;21;34;0;0
Morgan;TOP;BRO;DRX;Frog;13.06.2024;1;2;v14.11;Summer_Season_24;3;3;3;5;Blue;00:30:51;Kalista;Maokai;Tristana;Renekton;KSante;Renekton;Loss;6;0;0;0;16;1;2;3;2;261;0;0;8.5;10762;349;0.209;39;11;11;8;7;1.26;0.36;0.26;0.36;0.166;12749;9445;2398;906;413;0.255;0.13;0.667;0;0;0;0;0;-159;-3;-232;0;0;0;0;3658;0;33481;0;17;1918;28566;83;10;28;500;0
YoungJae;JUNGLE;BRO;DRX;Sponge;13.06.2024;1;2;v14.11;Summer_Season_24;3;3;3;5;Blue;00:30:51;Skarner;Senna;Lillia;Taliyah;Lillia;Taliyah;Loss;6;0;0;0;15;2;3;2;1.3;218;189;0;7.1;10486;340;0.203;49;22;6;12;9;1.59;0.71;0.39;0.19;0.209;10283;156;8390;1737;333;0.206;0.13;0.667;0;0;0;0;0;-281;-20;-826;0;0;0;0;23657;0;20053;0;18;314;36340;114;13;29;0;0
